product_key,search_query,ml_product,vn_product,enabled,ml_price_brl,vn_price_vnd,vn_shipping_vnd,landed_cost_brl,marketplace_fees_brl,total_cost_brl,gross_profit_brl,margin_rate,score,ml_sales_proxy,match_confidence,ml_url,vn_url,notes
kingston|nv3|1tb|nvme,ssd nvme,Kingston NV3 1TB NVMe 2280,teste,True,986.0,200.0,0.0,12.08,206.96,219.04,766.96,0.7778,89,15375,1.0,https://www.mercadolivre.com.br/ssd-m2-2280-nvme-kingston-1tb-nv3-snv3s1000g-pcie-gen-40/up/MLBU3316809234#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=product&float_highlight=last_units&tracking_id=015da7e0-b84c-4f74-b00f-d10e5fab546b&wid=MLB5512450958&sid=search,,
