product_key,enabled,status,discard_reason,marketplace,title,price_vnd,shipping_vnd,url,rating,sold_quantity,confidence,notes
kingston|nv3|1tb|nvme,True,cadastrado,,Shopee VN,"Ổ cứng SSD LEXAR NM610 Pro PCLe G3x4 500GB, Model: LNM610P500G-RNNNG",2160000.0,0.0,https://shopee.vn/-SP-FULL-VAT-%E1%BB%94-c%E1%BB%A9ng-SSD-LEXAR-NM610-Pro-PCLe-G3x4-500GB-Model-LNM610P500G-RNNNG-i.1566650596.48811298095?extraParams=%7B%22display_model_id%22%3A320982609247%2C%22model_selection_logic%22%3A3%7D&sp_atk=79eb3cf7-3dc2-480a-8228-1666deeb47df&xptdk=79eb3cf7-3dc2-480a-8228-1666deeb47df,0.0,0,0.8,
